Ano Projeto,Codigo,Tipo de Ação,Titulo,Centro de Ensino,Unidade,Data Inicio,Data Fim,Situacao,Status_macro,Fonte Financiamento
2024,EV12-2024,Evento,7º Festival Internacional de Música de Câmara PPGM-UFPB,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-08-09,2024-08-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,EV37-2025,Evento,8° Festival Internacional de Música de Câmara PPGM-UFPB Um Festival para Augusto ,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-08-15,2025-08-23,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,EV48-2025,Evento,9o Encontro Internacional de Piano Contemporâneo,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-10-29,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,EV41-2024,Evento,9º EPPI - ENCONTRO PARAIBANO DE PROFESSORES DE INGLÊS 4ª CONFERÊNCIA DE PROFESSORES DE INGLÊS DO MUNICÍPIO DE JOÃO PESSOA,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,2024-08-16,2024-08-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ335-2024,Projeto,A4SMaker: Desenvolvendo Habilidades do Pensamento Computacional na Educação Básica por meio da criação de aplicativos,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE CIÊNCIAS EXATAS,2024-06-01,2024-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ286-2020,Projeto,A ADOLESCÊNCIA EM CAUSA: UM OLHAR PARA A SITUAÇÃO DE ACOLHIMENTO INSTITUCIONAL,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE TERAPIA OCUPACIONAL,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ1543-2025,Projeto,A África na UFPB  apoio a estudantes PEC-G e a construção de uma educação antirracista,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO BÁSICA,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2025,PJ1735-2025,Projeto,A AGROINDÚSTRIA NA SUA ESCOLA: DIÁLOGOS SOBRE O ACESSO À EDUCAÇÃO DE QUALIDADE NA UFPB,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE GESTÃO E TECNOLOGIA AGROINDUSTRIAL,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2020,PJ187-2020,Projeto,A ANTESSALA COMO ESPAÇO DE TROCA DE SABERES ENTRE MÃES DE PRIMEIRA VIAGEM,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PEDIATRIA E GENÉTICA,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,EV42-2024,Evento,A arte da guerra em Marx e Engels,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE CIÊNCIAS SOCIAIS,2024-06-11,2024-06-11,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR1-2020,Curso,A arte de fazer citação,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,2020-03-01,2020-04-20,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ1518-2025,Projeto,A Arte e o Brincar: atenção psicossocial a crianças e adolescentes internos na pediatria do H U,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE MORFOLOGIA,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2021,PJ0-2021,Projeto,A Arte e o Brincar: atenção psicossocial a crianças e adolescentes internos na pediatria do HU,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE MORFOLOGIA,2021-05-03,2022-04-30,DESCLASSIFICADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2024,PJ909-2024,Projeto,A Arte e o Brincar: atenção psicossocial a crianças e adolescentes internos na pediatria do HU,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE MORFOLOGIA,2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ337-2020,Projeto,A ARTE e o BRINCAR: atenção psicossocial a crianças e adolescentes internos na pediatria do H.U.,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE MORFOLOGIA,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ621-2022,Projeto,A Arte e o Brincar: atenção psicossocial à crianças e adolescentes internos na pediatria do HU,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE MORFOLOGIA,2022-08-01,2023-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ723-2021,Projeto,A Arte e o Brincar: atenção psicossocial a crianças e adolescentes internos n pediatriaq do HU,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE MORFOLOGIA,2021-05-17,2021-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ702-2020,Projeto,A ASSESSORIA DE EXTENSÃO DO CCEN: DIALOGANDO COM A SOCIEDADE,CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE SISTEMÁTICA E ECOLOGIA,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ14-2021,Projeto,A ASSESSORIA DE EXTENSÃO DO CCEN DIALOGANDO COM A SOCIEDADE- ANO 2,CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE SISTEMÁTICA E ECOLOGIA,2021-02-10,2021-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,EV57-2022,Evento,"A Assessoria de Extensão do CCHLA (AEXT/CCHLA) dialogando com a Escola Pública, João Pessoa  PB. (Evento 1)",CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DIREÇÃO DE CENTRO,2022-09-08,2022-09-14,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2021,PJ0-2021,Projeto,A atualidade da Apologia de Sócrates,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE FILOSOFIA,2021-03-15,2021-12-06,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2025,EV75-2025,Evento,A atualidade da luta feminista como arma política das mulheres,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE SERVIÇO SOCIAL,2025-07-22,2025-07-22,APROVADO SEM RECURSOS,Ativo,FINANCIAMENTO INTERNO
2025,EV0-2025,Evento,A atualidade do feminismo como arma política das mulheres,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE SERVIÇO SOCIAL,2025-07-22,2025-07-22,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2020,EV37-2020,Evento,"A Aula do Colega I. Tomás de Aquino, herdeiro dos antigos",CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE FILOSOFIA,2020-06-12,2020-06-12,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1592-2024,Projeto,ABCD unidunitê - proposta de apoio à alfabetização através do audiovisual,SUPERINTENDÊNCIA DE COMUNICAÇÃO SOCIAL (SCS),SUPERINTENDÊNCIA DE COMUNICAÇÃO SOCIAL (SCS),2024-08-01,2025-10-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ1695-2025,Projeto,ABCD unidunitê: proposta de apoio à alfabetização através do audiovisual  Segunda etapa,SUPERINTENDÊNCIA DE COMUNICAÇÃO SOCIAL (SCS),SUPERINTENDÊNCIA DE COMUNICAÇÃO SOCIAL (SCS),2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2024,PJ1441-2024,Projeto,Abelardo da Hora: digitalizando esculturas,CT - Centro de Tecnologia,CT - DEPARTAMENTO DE ARQUITETURA E URBANISMO,2024-08-01,2025-10-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2023,PJ1010-2023,Projeto,A Biossegurança como ferramenta de proteção comunitária,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ1358-2025,Projeto,A Biossegurança como ferramenta de proteção comunitária,CCS - Centro de Ciências da Saúde,CCS - DIREÇÃO DE CENTRO,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2024,PJ1272-2024,Projeto,A Biossegurança como ferramenta de proteção comunitária.,CCS - Centro de Ciências da Saúde,CCS - DIREÇÃO DE CENTRO,2024-08-01,2025-10-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2021,PJ570-2021,Projeto,A Biossegurança como ferramenta de proteção comunitária em tempos de pandemia,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2021-05-03,2022-04-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ616-2022,Projeto,A Biossegurança como ferramenta de proteção comunitária em tempos de pandemia,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2022-08-01,2023-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ231-2020,Projeto,A Biossegurança na escola pública: Ações de extensão no âmbito escolar,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ505-2023,Projeto,Abordagem de Ensino e Aprendizagem Baseada na Resolução de Problemas: Divulgação e Aplicação na Educação Básica ,CCA - Centro de Ciências Agrárias,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR153-2023,Curso,"Abordagem e Métodos Qualitativos: escutar, observar, indagar, refletir, ser e sentir no fazer pesquisa",CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE GESTÃO PÚBLICA,2023-09-12,2023-12-12,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR234-2024,Curso,"Abordagem e Métodos Qualitativos: escutar, observar, indagar, refletir, ser e sentir no fazer pesquisa - segunda edição",CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE GESTÃO PÚBLICA,2024-09-05,2024-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,EV66-2021,Evento,A BOTÂNICA E A CALMA DAS PAIXÕES EM ROUSSEAU,CE - Centro de Educação,CE - DEPARTAMENTO DE CIÊNCIAS DAS RELIGIÕES,2021-11-11,2021-11-11,APROVADO SEM RECURSOS,Ativo,FINANCIAMENTO INTERNO
2021,EV43-2021,Evento,Abram Portas: Acessos criativos para o bem-estar,CCS - Centro de Ciências da Saúde,CCS - DIREÇÃO DE CENTRO,2021-09-03,2021-10-08,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1428-2024,Projeto,ABRINDO A MENTE PARA A LIBERDADE: a literatura de cordel e os círculos de construção de paz e restaurativos como ferramentas pedagógicas de ressocialização,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE EDUCAÇÃO,2024-08-01,2025-10-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,PJ904-2020,Projeto,ABRINDO CAMINHOS E SUPERANDO DESAFIOS: AÇÃO EXTENSIONISTA DE EDUCAÇÃO E SAÚDE PARA AS REEDUCANDAS DO PRESÍDIO FEMININO,CPT-ETS - COORDENAÇÃO ACADÊMICA GERAL DE CURSOS DA EDUCAÇÃO PROFISSIONAL,CPT-ETS - COORDENAÇÃO ACADÊMICA GERAL DE CURSOS DA EDUCAÇÃO PROFISSIONAL,2020-07-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,EV7-2025,Evento,Abrindo o Coração- Práticas de Yoga para Cultivar-se,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES CÊNICAS,2025-02-17,2025-02-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ456-2025,Projeto,Academia de Ópera e Repertório,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-08-04,2025-09-03,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ499-2025,Projeto,Academia de Ópera e Repertório Etapa II,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-09-22,2025-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,EV128-2023,Evento,A CANÇÃO PARA CRIANÇAS NO ENSINO DA MÚSICA,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-11-17,2023-11-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PD0-2020,Produto,Ação cuidando de quem cuida,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2020-06-21,2020-12-17,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2020,PJ949-2020,Projeto,Ação Cuidando de quem cuida (Ano 1),CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS FARMACÊUTICAS,2020-08-07,2020-12-12,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,EV62-2025,Evento,Ação de Conscientização sobre o Câncer Colorretal na UFPB,CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE BIOLOGIA MOLECULAR,2025-06-24,2025-06-27,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ773-2020,Projeto,Ação de sensibilização ambiental sobre temas de desenvolvimento sustentável junto a alunos de escolas públicas da Paraíba,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE CIÊNCIAS BÁSICAS E SOCIAIS,2020-06-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ609-2022,Projeto,AÇÃO EDUCATIVA MULTIDISCIPLINAR DE SAÚDE BUCAL RELACIONADA  A IMPORTÂNCIA DO CONHECIMENTO DAS LESÕES CERVICAIS NÃO CARIOSAS PARA A COMUNIDADE ASSISTIDA PELO AMBULATÓRIO DE GASTROENTEROLOGIA DO HULW,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2022-08-01,2023-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ384-2023,Projeto,AÇÃO EDUCATIVA MULTIDISCIPLINAR DE SAÚDE BUCAL RELACIONADA AO CONHECIMENTO DAS LESÕES DENTAIS NÃO CARIOSAS E ENVELHECIMENTO PRECOCE BUCAL NA COMUNIDADE ASSISTIDA PELO AMBULATÓRIO DE GASTROENTEROLOGIA DO HULW,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1234-2024,Projeto,AÇÃO EDUCATIVA MULTIDISCIPLINAR DE SAÚDE BUCAL RELACIONADA AO CONHECIMENTO DAS LESÕES DENTAIS NÃO CARIOSAS E ENVELHECIMENTO PRECOCE BUCAL NA COMUNIDADE ASSISTIDA PELO AMBULATÓRIO DE GASTROENTEROLOGIA DO HULW (ANO II),CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2024-08-01,2025-10-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ1635-2025,Projeto,AÇÃO EDUCATIVA MULTIDISCIPLINAR DE SAÚDE BUCAL RELACIONADA AO CONHECIMENTO DE DOENÇAS DENTAIS NÃO CARIOSAS E ENVELHECIMENTO PRECOCE BUCAL NA COMUNIDADE ASSISTIDA PELO AMBULATÓRIO DE GASTROENTEROLOGIA DO HULW (ANO III),CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2022,EV51-2022,Evento,Ação educativa sobre os requisitos sanitários para a organização e o funcionamento de serviços de radiologia diagnóstica ou intervencionista,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2022-09-02,2022-10-02,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ1063-2023,Projeto,AÇÃO ESTRATÉGICA DA SEAD COM A PROEX: SUPORTE A CURSOS DE EXTENSÃO COM A EAD (3ª EDIÇÃO),"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE CIÊNCIAS SOCIAIS APLICADAS,2023-08-01,2023-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ28-2024,Projeto,AÇÃO ESTRATÉGICA DA SEAD COM A PROEX: SUPORTE A CURSOS DE EXTENSÃO COM A EAD (4ª EDIÇÃO),"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE CIÊNCIAS SOCIAIS APLICADAS,2024-01-02,2025-01-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ60-2025,Projeto,AÇÃO ESTRATÉGICA DA SEAD COM A PROEX: SUPORTE A CURSOS DE EXTENSÃO COM A EAD - 5 EDIÇÃO,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE CIÊNCIAS EXATAS,2025-02-01,2025-12-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2024,PJ451-2024,Projeto,"Ação para o acesso de informações sobre zoonoses associadas aos gatos domésticos na cidade de Bayeux, Paraíba: Esporotricose, Raiva e Toxoplasmose",CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE SISTEMÁTICA E ECOLOGIA,2024-06-01,2024-12-31,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2020,PJ832-2020,Projeto,AÇÃO POÉTICA EVOCARE - ANO IV,CE - Centro de Educação,CE - DEPARTAMENTO DE METODOLOGIA DA EDUCAÇÃO,2020-06-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ806-2021,Projeto,AÇÃO POÉTICA EVOCARE  ANO V,CE - Centro de Educação,CE - DEPARTAMENTO DE METODOLOGIA DA EDUCAÇÃO,2021-07-01,2021-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,PJ108-2022,Projeto,AÇÃO POÉTICA EVOCARE - ANO VI,CE - Centro de Educação,CE - DEPARTAMENTO DE METODOLOGIA DA EDUCAÇÃO,2022-07-01,2022-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ225-2023,Projeto,AÇÃO POÉTICA EVOCARE  ANO VII,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE TURISMO E HOTELARIA,2023-06-01,2023-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ462-2024,Projeto,AÇÃO POÉTICA EVOCARE  ANO VIII,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE TURISMO E HOTELARIA,2024-06-01,2024-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ0-2020,Projeto,Ação social em uma comunidade do Conde Pb,PREFEITURA UNIVERSITÁRIA,PREFEITURA UNIVERSITÁRIA,2020-01-28,2020-06-26,AGUARDANDO AVALIAÇÃO,Em Trâmite,FINANCIAMENTO INTERNO
2020,PJ0-2020,Projeto,A CENTRALIDADE DO TRABALHO PARA A SUSTENTABILIDADE CORPORATIVA: APLICAÇÂO DA ERGONOMIA NAS ORGANIZAÇÔES,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE PSICOLOGIA,2020-06-01,2020-12-31,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2023,PJ962-2023,Projeto,Acervo Documental da Reserva Técnica: O MCCHJ e seu acervo arquivísticos na extensão universitária.,ARQUIVO CENTRAL,ARQUIVO CENTRAL,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ974-2023,Projeto,Acervo do Museu de Ciências Morfológicas-CCS-UFPB: Capacitação de recursos humanos em técnicas morfológicas para confecção e reposição de material museológico!,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE MORFOLOGIA,2023-08-01,2024-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ1667-2024,Projeto,ACERVO E TRAJETÓRIA: UMA ESTRATÉGIA DE PRESERVAÇÃO DA MEMÓRIA INSTITUCIONAL DO CPT-ETS/UFPB ,"CPT-ETS - DEPARTAMENTO DE REGISTRO, PROMOÇÃO E ASSISTÊNCIA À SAÚDE","CPT-ETS - DEPARTAMENTO DE REGISTRO, PROMOÇÃO E ASSISTÊNCIA À SAÚDE",2024-10-01,2025-09-30,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2020,PJ460-2020,Projeto,ACERVO FOTOGRÁFICO DA UFPB: lugar de memória e difusão cultural,ARQUIVO CENTRAL,ARQUIVO CENTRAL,2020-02-17,2021-02-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ0-2021,Projeto,ACERVO FOTOGRÁFICO DA UFPB MEMÓRIA INSTITUCIONAL : do analógico ao digital,ARQUIVO CENTRAL,ARQUIVO CENTRAL,2021-05-10,2022-05-10,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2025,PJ1962-2025,Projeto,"Acervo Helle Bessa e as Memórias do Mar: Arte, Conservação e a História da Caça às Baleias em Lucena ",CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES VISUAIS,2025-11-01,2026-10-31,EM EXECUÇÃO,Ativo,FINANCIAMENTO INTERNO
2020,PJ799-2020,Projeto,Acessibilidade comunicacional para surdos em espetáculos artísticos da UFPB,REITORIA - COMITÊ DE INCLUSÃO E ACESSIBILIDADE DA UFPB,REITORIA - COMITÊ DE INCLUSÃO E ACESSIBILIDADE DA UFPB,2020-06-01,2020-12-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2023,PJ172-2023,Projeto,Acesso: cursinho pré-vestibular popular,CCJ - Centro de Ciências Jurídicas,CCJ - DEPARTAMENTO DE CIÊNCIAS JURÍDICAS,2023-06-01,2023-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR118-2022,Curso,A CIÊNCIA DO DESENHO: TEORIA E PRÁTICA DOS FUNDAMENTOS CLÁSSICOS,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES VISUAIS,2022-09-28,2022-12-14,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR43-2023,Curso,A CIÊNCIA DO DESENHO: TEORIA E PRÁTICA DOS FUNDAMENTOS CLÁSSICOS,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES VISUAIS,2023-03-23,2023-06-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR67-2024,Curso,A CIÊNCIA DO DESENHO: TEORIA E PRÁTICA DOS FUNDAMENTOS CLÁSSICOS,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES VISUAIS,2024-03-21,2024-06-06,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR185-2024,Curso,A CIÊNCIA DO DESENHO: TEORIA E PRÁTICA DOS FUNDAMENTOS CLÁSSICOS 2024-2,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES VISUAIS,2024-08-21,2024-12-04,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR178-2025,Curso,A CIÊNCIA DO DESENHO: TEORIA E PRÁTICA DOS FUNDAMENTOS CLÁSSICOS 2025-1 AGO-DEZ,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES VISUAIS,2025-08-27,2025-12-03,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR92-2023,Curso,A CIÊNCIA DO DESENHO: TEORIA E PRÁTICA DOS FUNDAMENTOS CLÁSSICOS (2º Sem./2023),CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES VISUAIS,2023-08-23,2023-12-06,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ300-2020,Projeto,A CIÊNCIA FISIOLÓGICA NAS ESCOLAS: AÇÕES VOLTADAS AO ENSINO E À POPULARIZAÇÃO DA FISIOLOGIA HUMANA PARA ALUNOS DE ENSINO MÉDIO DA REDE PÚBLICA DE JOÃO PESSOA/PB,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ174-2020,Projeto,A CLÍNICA DO PSICODIAGNÓSTICO,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE PSICOLOGIA,2020-04-01,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ786-2021,Projeto,Ações ambientais em conjunto com a prefeitura de Areia,CCA - Centro de Ciências Agrárias,CCA - DEPARTAMENTO DE ZOOTECNIA,2021-07-15,2022-03-29,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ408-2025,Projeto,Ações comunitárias de preservação ambiental: o Rio Tibiri em questão,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DIREÇÃO DE CENTRO,2025-07-01,2025-12-31,APROVADO SEM RECURSOS,Ativo,FINANCIAMENTO INTERNO
2025,PJ21-2025,Projeto,Ações da assessoria de extensão do Centro de Tecnologia e Desenvolvimento Regional  CTDR,CTDR - Centro de Tecnologia e Desenvolvimento Regional,CTDR - DEPARTAMENTO DE GASTRONOMIA,2025-02-01,2025-12-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2022,PJ1-2022,Projeto,Ações da assessoria de extensão do Centro de Tecnologia e Desenvolvimento Regional  CTDR.,CTDR - Centro de Tecnologia e Desenvolvimento Regional,CTDR - DEPARTAMENTO DE GASTRONOMIA,2022-01-03,2022-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ3-2023,Projeto,Ações da assessoria de extensão do Centro de Tecnologia e Desenvolvimento Regional  CTDR.,CTDR - Centro de Tecnologia e Desenvolvimento Regional,CTDR - DEPARTAMENTO DE GASTRONOMIA,2023-01-02,2023-12-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
